timestamp,SPEED(km/h),MAF(g/s),CO2(g),CO2 ´©Àû(g),PPM/sec
2025-06-18 18:22:25,0.0,10.8,2.4622,834.7,19342.54
2025-06-18 18:22:26,0.0,10.69,2.4646,837.17,19145.54
2025-06-18 18:22:27,0.0,11.02,2.5134,839.68,19736.56
2025-06-18 18:22:28,0.0,10.66,2.4303,842.11,19091.81
2025-06-18 18:22:29,0.0,10.72,2.4439,844.56,19199.27
2025-06-18 18:22:31,0.0,10.74,2.4482,847.0,19235.09
2025-06-18 18:22:32,0.0,11.22,2.5603,849.56,20094.75
2025-06-18 18:22:33,0.0,10.91,2.4868,852.05,19539.55
2025-06-18 18:22:34,0.0,10.74,2.4486,854.5,19235.09
2025-06-18 18:22:35,0.0,10.77,2.4561,856.96,19288.81
2025-06-18 18:22:36,0.0,10.8,2.4628,859.42,19342.54
2025-06-18 18:22:37,0.0,11.02,2.5131,861.93,19736.56
2025-06-18 18:22:38,0.0,11.16,2.5434,864.47,19987.3
2025-06-18 18:22:39,0.0,11.05,2.5206,867.0,19790.29
2025-06-18 18:22:40,0.0,11.22,2.5569,869.55,20094.75
2025-06-18 18:22:41,0.0,10.97,2.5025,872.05,19647.01
2025-06-18 18:22:42,0.0,10.72,2.4464,874.5,19199.27
2025-06-18 18:22:44,0.0,11.05,2.517,877.02,19790.29
2025-06-18 18:22:45,0.0,10.94,2.4947,879.51,19593.28
2025-06-18 18:22:46,0.0,11.08,2.5279,882.04,19844.02
2025-06-18 18:22:47,0.0,11.05,2.5178,884.56,19790.29
2025-06-18 18:22:48,0.0,11.08,2.5268,887.09,19844.02
2025-06-18 18:22:49,0.0,11.16,2.5447,889.63,19987.3
2025-06-18 18:22:50,0.0,11.33,2.5827,892.21,20291.76
2025-06-18 18:22:51,0.0,10.88,2.5302,894.74,19485.82
2025-06-18 18:22:52,0.0,10.77,2.4493,897.19,19288.81
2025-06-18 18:22:53,0.0,10.86,2.4752,899.67,19450.0
2025-06-18 18:22:54,0.0,10.86,2.4765,902.14,19450.0
2025-06-18 18:22:55,0.0,11.27,2.5982,904.74,20184.3
2025-06-18 18:22:56,0.0,10.86,2.4753,907.22,19450.0
2025-06-18 18:22:58,0.0,10.97,2.5017,909.72,19647.01
2025-06-18 18:22:59,0.0,10.72,2.4448,912.16,19199.27
2025-06-18 18:23:00,0.0,11.19,2.5503,914.71,20041.02
2025-06-18 18:23:01,0.0,11.16,2.5463,917.26,19987.3
2025-06-18 18:23:02,0.0,10.99,2.5066,919.77,19682.83
2025-06-18 18:23:03,0.0,10.83,2.4683,922.24,19396.27
2025-06-18 18:23:04,0.0,11.05,2.5207,924.76,19790.29
2025-06-18 18:23:05,0.0,10.74,2.4488,927.2,19235.09
2025-06-18 18:23:06,0.0,10.74,2.4481,929.65,19235.09
2025-06-18 18:23:07,0.0,11.22,2.56,932.21,20094.75
2025-06-18 18:23:08,0.0,10.97,2.5001,934.71,19647.01
2025-06-18 18:23:09,0.0,11.47,2.6161,937.33,20542.5
2025-06-18 18:23:11,0.0,11.08,2.5257,939.85,19844.02
2025-06-18 18:23:12,0.0,10.99,2.5059,942.36,19682.83
2025-06-18 18:23:13,0.0,10.91,2.4879,944.85,19539.55
2025-06-18 18:23:14,0.0,11.02,2.512,947.36,19736.56
2025-06-18 18:23:15,0.0,11.16,2.545,949.91,19987.3
2025-06-18 18:23:16,0.0,10.91,2.4871,952.39,19539.55
2025-06-18 18:23:17,0.0,10.99,2.5074,954.9,19682.83
2025-06-18 18:23:18,0.0,10.63,2.4239,957.32,19038.08
2025-06-18 18:23:19,0.0,11.13,2.5366,959.86,19933.57
2025-06-18 18:23:20,0.0,10.8,2.4633,962.32,19342.54
2025-06-18 18:23:21,0.0,10.66,2.4307,964.75,19091.81
2025-06-18 18:23:22,0.0,11.05,2.5838,967.34,19790.29
2025-06-18 18:23:24,0.0,10.97,2.5061,969.84,19647.01
2025-06-18 18:23:25,0.0,10.86,2.477,972.32,19450.0
2025-06-18 18:23:26,0.0,10.97,2.5019,974.82,19647.01
2025-06-18 18:23:27,0.0,10.83,2.4687,977.29,19396.27
2025-06-18 18:23:28,0.0,10.77,2.4558,979.75,19288.81
2025-06-18 18:23:29,0.0,10.83,2.4689,982.22,19396.27
2025-06-18 18:23:30,0.0,10.88,2.4823,984.7,19485.82
